task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM IFEval,IFEval,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.0611,0.0,249.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3034,0.25,569.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2495,0.25,569.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5154,0.5,569.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0023,0.0,569.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.181552,0.0,569.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.021988,0.0,569.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.009063,0.0,569.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,569.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.106755,0.0,569.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.013279,0.0,569.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2295,0.25,569.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3026,0.25,569.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU,MMLU,0.2597,0.25,569.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | Winogrande,Winogrande,0.5178,0.5,569.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | GSM8K,GSM8K,0.003,0.0,569.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | IFEval,IFEval,0.190544,0.0,569.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | BBH,BBH,0.034367,0.0,569.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,569.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | GPQA,GPQA,0.004474,0.0,569.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MuSR,MuSR,0.026167,0.0,569.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.002844,0.0,569.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2278,0.25,572.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3034,0.25,572.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2495,0.25,572.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5154,0.5,572.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0023,0.0,572.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.181552,0.0,572.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.021988,0.0,572.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.009063,0.0,572.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,572.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.106755,0.0,572.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.013279,0.0,572.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2295,0.25,576.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3026,0.25,576.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2597,0.25,576.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5178,0.5,576.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.003,0.0,576.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.190544,0.0,576.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.034367,0.0,576.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,576.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.004474,0.0,576.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.026167,0.0,576.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.002844,0.0,576.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2278,0.25,577.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3034,0.25,577.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2495,0.25,577.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5154,0.5,577.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0023,0.0,577.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.181552,0.0,577.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.021988,0.0,577.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.009063,0.0,577.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,577.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.106755,0.0,577.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.013279,0.0,577.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,580.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,580.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,580.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,580.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,580.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,580.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,580.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,580.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,580.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.146296,0.0,580.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.018035,0.0,580.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2278,0.25,582.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3034,0.25,582.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2495,0.25,582.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5154,0.5,582.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0023,0.0,582.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.181552,0.0,582.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.021988,0.0,582.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.009063,0.0,582.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,582.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.106755,0.0,582.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.013279,0.0,582.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,585.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,585.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,585.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,585.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,585.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,585.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,585.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,585.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,585.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MuSR,MuSR,0.146296,0.0,585.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.018035,0.0,585.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,588.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,588.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,588.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,588.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,588.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,588.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,588.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,588.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,588.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.146296,0.0,588.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.018035,0.0,588.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,592.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,592.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,592.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,592.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,592.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,592.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,592.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,592.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,592.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MuSR,MuSR,0.146296,0.0,592.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.018035,0.0,592.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,593.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,593.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,593.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,593.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,593.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,593.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,593.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,593.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,593.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.146296,0.0,593.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.018035,0.0,593.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2295,0.25,593.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3026,0.25,593.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU,MMLU,0.2597,0.25,593.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | Winogrande,Winogrande,0.5178,0.5,593.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | GSM8K,GSM8K,0.003,0.0,593.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | IFEval,IFEval,0.190544,0.0,593.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | BBH,BBH,0.034367,0.0,593.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,593.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | GPQA,GPQA,0.004474,0.0,593.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MuSR,MuSR,0.026167,0.0,593.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xT4,pytorch,float32,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.002844,0.0,593.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2278,0.25,597.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3034,0.25,597.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2495,0.25,597.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5154,0.5,597.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0023,0.0,597.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.181552,0.0,597.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.021988,0.0,597.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.009063,0.0,597.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,597.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.106755,0.0,597.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-160m,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.013279,0.0,597.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.2201,0.25,604.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.3153,0.25,604.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.2583,0.25,604.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.5043,0.5,604.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0068,0.0,604.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.178604,0.0,604.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.027454,0.0,604.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,604.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.011186,0.0,604.0,0,,llm-perf-task
